Index,Time Difference
1,0.120013952255249
2,0.120013952255249
3,0.120013952255249
4,0.051913022994995
5,0.051913022994995
6,0.051913022994995
7,0.013206958770752
8,0.013206958770752
9,0.013206958770752
10,0.005908012390137
11,0.005908012390137
12,0.005908012390137
13,0.008959054946899
14,0.008959054946899
15,0.008959054946899
16,0.004645109176636
17,0.004645109176636
18,0.004645109176636
19,0.013590097427368
20,0.013590097427368
21,0.01581883430481
22,0.01581883430481
23,0.01581883430481
24,0.011512041091919
25,0.011512041091919
26,0.011512041091919
27,0.007360935211182
28,0.007360935211182
29,0.007360935211182
30,0.007111072540283
31,0.007111072540283
32,0.007111072540283
33,0.015844821929932
34,0.015844821929932
35,0.015844821929932
36,0.000881910324097
37,0.000881910324097
38,0.000881910324097
39,0.012614965438843
40,0.012614965438843
41,0.012614965438843
42,0.014211893081665
43,0.014211893081665
44,0.014211893081665
45,0.020308971405029
46,0.020308971405029
47,0.020308971405029
48,0.00575590133667
49,0.00575590133667
50,0.007832050323486
51,0.007832050323486
52,0.01460599899292
53,0.01460599899292
54,0.01460599899292
55,0.01367998123169
56,0.01367998123169
57,0.01367998123169
58,0.021291017532349
59,0.021291017532349
60,0.021291017532349
61,0.014874935150147
62,0.014874935150147
63,-0.000869989395142
64,-0.000869989395142
65,-0.000869989395142
66,0.006093978881836
67,0.006093978881836
68,0.006093978881836
69,0.010308027267456
70,0.010308027267456
71,0.010308027267456
72,-0.000895977020264
73,-0.000895977020264
74,-0.000895977020264
75,0.002860069274902
76,0.002860069274902
77,0.018609046936035
78,0.018609046936035
79,0.018609046936035
80,0.005841016769409
81,0.005841016769409
82,0.005841016769409
83,0.033591032028198
84,0.033591032028198
85,-0.003138065338135
86,-0.003138065338135
87,0.009143114089966
88,0.009143114089966
89,0.009996891021729
90,0.009996891021729
91,0.009996891021729
92,0.01333212852478
93,0.01333212852478
94,0.017024993896484
95,0.017024993896484
96,0.017024993896484
97,0.01973295211792
98,0.01973295211792
99,0.01973295211792
100,-0.00220799446106
101,-0.00220799446106
102,0.011500120162964
103,0.011500120162964
104,0.011500120162964
105,-0.004317045211792
106,-0.004317045211792
107,0.006035804748535
108,0.006035804748535
109,0.017766952514649
110,0.017766952514649
111,0.017766952514649
112,0.002463817596436
113,0.002463817596436
114,0.002463817596436
115,0.011710166931152
116,0.011710166931152
117,0.011710166931152
118,0.003422021865845
119,0.003422021865845
120,0.003422021865845
121,0.021005868911743
122,0.021005868911743
123,0.021005868911743
124,0.013718128204346
125,0.013718128204346
126,0.013718128204346
127,0.016041994094849
128,0.016041994094849
129,0.007725954055786
130,0.007725954055786
131,0.007725954055786
132,0.000653982162476
133,0.000653982162476
134,0.015932083129883
135,0.015932083129883
136,0.004969835281372
137,0.004969835281372
138,0.004969835281372
139,0.015966892242432
140,0.015966892242432
141,0.015966892242432
142,0.006722211837769
143,0.006722211837769
144,0.006722211837769
145,0.010976076126099
146,0.010976076126099
147,0.009712934494019
148,0.009712934494019
149,0.009712934494019
150,0.010042905807495
151,0.010042905807495
152,0.010751008987427
153,0.010751008987427
154,0.010751008987427
155,-0.006372928619385
156,-0.006372928619385
157,0.025676965713501
158,0.025676965713501
159,0.032673120498657
160,0.032673120498657
161,0.005402088165283
162,0.005402088165283
163,0.034615993499756
164,0.034615993499756
165,0.034615993499756
166,0.036551952362061
167,0.036551952362061
168,0.036551952362061
169,0.031792879104614
170,0.031792879104614
171,0.031792879104614
172,0.016050100326538
173,0.016050100326538
174,0.016050100326538
175,0.008775949478149
176,0.008775949478149
177,0.008775949478149
178,0.00653600692749
179,0.00653600692749
180,0.00653600692749
181,0.020523071289063
182,0.020523071289063
183,0.020523071289063
184,0.017552137374878
185,0.017552137374878
186,0.040478944778442
187,0.040478944778442
188,0.011508941650391
189,0.011508941650391
190,0.00285005569458
191,0.00285005569458
192,0.00285005569458
193,0.031278133392334
194,0.031278133392334
195,0.031278133392334
196,0.02026104927063
197,0.02026104927063
198,0.022603034973145
199,0.022603034973145
200,0.022603034973145
201,0.012730836868286
202,0.012730836868286
203,0.021006107330322
204,0.021006107330322
205,0.021006107330322
206,0.051258802413941
207,0.051258802413941
208,0.003162145614624
209,0.003162145614624
210,0.003162145614624
211,-0.004401922225952
212,-0.004401922225952
213,0.019187927246094
214,0.019187927246094
215,0.019187927246094
216,0.00818395614624
217,0.00818395614624
218,0.020485877990723
219,0.020485877990723
220,0.020485877990723
221,0.021548986434937
222,0.021548986434937
223,0.007665157318115
224,0.007665157318115
225,0.012768030166626
226,0.012768030166626
227,0.013864040374756
228,0.013864040374756
229,0.013864040374756
230,0.007611036300659
231,0.007611036300659
232,0.007611036300659
233,0.003488063812256
234,0.003488063812256
235,0.003488063812256
236,0.002294063568115
237,0.002294063568115
238,0.002294063568115
239,-0.00310492515564
240,-0.00310492515564
241,-0.00310492515564
242,0.009188175201416
243,0.009188175201416
244,0.002903938293457
245,0.002903938293457
246,0.002903938293457
247,0.026697158813477
248,0.026697158813477
249,0.026697158813477
250,0.017171144485474
251,0.017171144485474
252,0.017171144485474
253,0.014902114868164
254,0.014902114868164
255,0.014902114868164
256,0.012645959854126
257,0.012645959854126
258,0.012645959854126
259,0.017908096313477
260,0.017908096313477
261,0.017908096313477
262,0.018644094467163
263,0.018644094467163
264,0.018644094467163
265,0.006873846054077
266,0.006873846054077
267,0.001136779785156
268,0.001136779785156
269,0.011837005615234
270,0.011837005615234
271,0.011837005615234
272,0.003374099731445
273,0.003374099731445
274,0.003374099731445
275,0.011086940765381
276,0.011086940765381
277,0.011086940765381
278,0.00783109664917
279,0.00783109664917
280,0.00783109664917
281,0.009164810180664
282,0.009164810180664
283,0.003365993499756
284,0.003365993499756
285,0.023684978485108
286,0.023684978485108
287,0.011902809143066
288,0.011902809143066
289,-0.0068199634552
290,-0.0068199634552
291,0.014439105987549
292,0.014439105987549
293,0.014439105987549
294,0.010776042938233
295,0.010776042938233
296,0.000331878662109
297,0.000331878662109
298,0.000331878662109
299,0.019646167755127
300,0.019646167755127
301,0.019646167755127
302,0.019646167755127
303,0.004642963409424
304,0.004642963409424
305,0.003915071487427
306,0.003915071487427
307,0.003915071487427
308,0.006110191345215
309,0.006110191345215
310,0.006110191345215
311,0.007306098937988
312,0.007306098937988
313,0.007306098937988
314,-0.00332498550415
315,-0.00332498550415
316,0.015876770019531
317,0.015876770019531
318,0.009037971496582
319,0.009037971496582
320,0.112167119979858
321,0.112167119979858
322,0.112167119979858
323,0.000770092010498
324,0.000770092010498
325,0.000770092010498
326,0.030725955963135
327,0.030725955963135
328,0.030725955963135
329,0.028600931167603
330,0.028600931167603
331,0.028600931167603
332,0.009490013122559
333,0.009490013122559
334,-0.00479793548584
335,-0.00479793548584
336,-0.00479793548584
337,0.025757074356079
338,0.025757074356079
339,0.00470495223999
340,0.00470495223999
341,0.00470495223999
342,0.00470495223999
343,0.018732070922852
344,0.018732070922852
345,0.013427972793579
346,0.013427972793579
347,-0.00731897354126
348,-0.00731897354126
349,0.013286113739014
350,0.013286113739014
351,0.00984787940979
352,0.00984787940979
353,0.013376951217651
354,0.013376951217651
355,0.002645969390869
356,0.002645969390869
357,0.012843132019043
358,0.012843132019043
359,0.012843132019043
360,0.007127046585083
361,0.007127046585083
362,0.010746955871582
363,0.010746955871582
364,0.010746955871582
365,0.013787984848023
366,0.013787984848023
367,0.013787984848023
368,0.008055925369263
369,0.008055925369263
370,-0.004276037216187
371,-0.004276037216187
372,-0.004276037216187
373,0.018506050109863
374,0.018506050109863
375,0.018506050109863
376,-0.000509023666382
377,-0.000509023666382
378,0.014359951019287
379,0.014359951019287
380,0.014359951019287
381,0.019214868545532
382,0.019214868545532
383,0.019214868545532
384,0.012954950332642
385,0.012954950332642
386,0.012954950332642
387,-0.002753973007202
388,-0.002753973007202
389,-0.006510019302368
390,-0.006510019302368
391,0.001152038574219
392,0.001152038574219
393,0.001152038574219
394,0.013291835784912
395,0.013291835784912
396,0.013291835784912
397,0.004436016082764
398,0.004436016082764
399,0.100193023681641
400,0.100193023681641
401,0.011115074157715
402,0.011115074157715
403,0.013494968414307
404,0.013494968414307
405,0.026828050613403
406,0.026828050613403
407,0.026828050613403
408,0.025707960128784
409,0.025707960128784
410,0.025707960128784
411,-0.008203029632568
412,-0.008203029632568
413,0.003797054290771
414,0.003797054290771
415,0.027301788330078
416,0.027301788330078
417,0.014588832855225
418,0.014588832855225
419,0.029151916503906
420,0.029151916503906
421,0.054143905639649
422,0.054143905639649
423,0.054143905639649
424,0.001772165298462
425,0.001772165298462
426,0.001772165298462
427,0.010473012924194
428,0.010473012924194
429,0.002281904220581
430,0.002281904220581
431,0.014878034591675
432,0.014878034591675
433,0.009185791015625
434,0.009185791015625
435,0.005483865737915
436,0.005483865737915
437,0.018728971481323
438,0.018728971481323
439,0.011904001235962
440,0.011904001235962
441,-0.004961013793945
